Lower Super Output Area,Names,Age 16-29,No cars or vans (%),Public Transport Accessibility Levels,Non-English speaking(%),Income estimate,One person household(%),Private rented (%),No usual residents (%),High qualification Level (%)
E01002507,Hillingdon 027F,392,21.1,2.3,25.2,33156,13.5,22.2,2.9,24.4
E01002486,Hillingdon 028A,440,27,2,20.5,32934,17.9,14.4,1.5,21.4
E01002487,Hillingdon 028B,359,27.4,2.1,21.3,31498,25.1,17.3,1.3,23.1
E01002526,Hillingdon 028C,412,29.4,2.3,12.9,32205,18.9,12.8,4.9,21.5
E01002528,Hillingdon 028D,347,21.3,2,9.1,31433,18.3,10.5,3.9,14.5
E01002532,Hillingdon 028E,595,30.7,1.9,16.1,32483,27.5,24,5,24.8
E01002445,Hillingdon 029A,324,37.8,2.3,15.1,29029,19.4,14.8,3.1,17.9
E01002525,Hillingdon 029B,300,17.6,2.9,7.9,42217,27.5,15.8,2.3,27.1
E01002529,Hillingdon 029C,512,28.3,3.6,17.1,36320,23.9,29.4,5.6,32
E01002530,Hillingdon 029D,284,37.6,2,10.5,28608,25.7,13.1,3.7,17.3
E01002531,Hillingdon 029E,298,19.7,2.6,8.5,40591,27.6,12.4,3.2,25.1
E01002407,Hillingdon 030A,619,32.4,4.9,32.4,30310,18.9,22.8,3.5,26
E01002488,Hillingdon 030B,356,17.8,2.5,22.7,33399,16.1,18.6,0.9,24.7
E01002489,Hillingdon 030C,453,29.6,4.8,29.4,32897,17.7,29.6,2.5,27.3
E01002490,Hillingdon 030D,433,20.6,3.4,24.7,32994,17.5,25.2,4,23.4
E01002492,Hillingdon 030E,367,17,2.3,23.6,32915,13.7,21.7,2.2,21.6
E01002444,Hillingdon 031A,420,21.9,1.9,14.6,35781,32.8,32.8,11.7,23.1
E01002446,Hillingdon 031B,331,19.9,2,12.5,36436,28,29.4,7.1,21.6
E01002447,Hillingdon 031C,425,29.2,2.9,21.3,32798,24.2,43,5.7,25.4
E01002527,Hillingdon 031D,291,24.6,1.8,9.6,34058,30.5,24.8,2.7,27.2
E01002443,Hillingdon 032A,374,24.3,3,30.3,35528,19.7,37.8,1.8,30.3
E01002448,Hillingdon 032B,404,31.8,3.1,20.1,32841,29.8,32.5,3.3,23.4
E01002449,Hillingdon 032C,388,35.8,2.9,27.6,32093,31.4,43,4.4,27.4
E01002491,Hillingdon 032D,343,27.2,2.3,21.4,30509,20.4,17,1.3,21.4
E01002493,Hillingdon 032E,365,30.6,2.3,27.6,29264,14.5,16.6,1.2,18.6
E01002496,Hillingdon 033A,340,23.9,1.6,12.8,38065,33.6,22.9,3,25.2
E01002497,Hillingdon 033B,346,27.4,3.5,10.4,37489,29.9,29,3.7,26.2
E01002498,Hillingdon 033C,233,15.1,2.6,4.3,48160,19.8,9.7,1.7,28.5
E01002499,Hillingdon 033D,303,17.8,2.7,8.8,41014,25.2,18.7,2.6,26.7
E01032577,Hillingdon 033E,280,13.6,1.5,8.3,45091,17.6,7.8,1.5,26.6
E01002569,Hounslow 001A,315,32.6,2.8,8.6,72399,35.7,27,2.8,57.5
E01002570,Hounslow 001B,376,42.1,5.1,13.7,65731,33.1,36.3,4.4,56.5
E01002573,Hounslow 001C,259,31.1,4,9,80499,30.2,26.5,5.3,64.2
E01002574,Hounslow 001D,295,31.3,4.6,9.9,71610,28.2,32.6,4.7,60.8
E01002575,Hounslow 001E,317,34.4,4.3,10.9,77336,29.8,32,3.8,60.5
E01002562,Hounslow 003A,296,34,2,17,36777,28,12.7,4.6,28.2
E01002564,Hounslow 003B,382,38.5,2.8,20,35716,28.1,13.7,0.9,31.9
E01002566,Hounslow 003C,442,46.3,3.6,22.5,34466,42,18.7,3.1,34.5
E01002568,Hounslow 003D,694,46.9,3.3,17.9,33063,32.3,13,3.2,30.6
E01033081,Hounslow 003F,298,38.8,3.6,19.1,46556,41.8,38.2,4.6,47.3
E01033082,Hounslow 003G,178,40.5,2.1,13.1,43059,49.6,26.4,5.9,41.8
E01002620,Hounslow 004A,372,33.9,2.8,28.4,32946,27.4,28.3,1.3,30.5
E01002625,Hounslow 004B,413,16.3,1.8,27,35802,16.1,20.1,1.2,28.3
E01002626,Hounslow 004C,423,18.8,2.1,31,36593,20.4,21.4,1.6,30.9
E01002627,Hounslow 004D,395,34.3,1.8,37.9,31909,25.9,17.6,0.8,27.7
E01002631,Hounslow 004E,372,18.3,1.5,30.5,35035,16.5,27.1,0.6,27.2
E01002633,Hounslow 005A,349,39.3,2.5,23.8,27153,31.5,13,1,19.5
E01002634,Hounslow 005B,371,37,2.1,30,25947,15.8,11.5,0,17.6
E01002637,Hounslow 005C,424,40.7,2.7,41.6,27860,29.3,19.4,0.9,19.7
E01002638,Hounslow 005D,411,32.5,2,31.6,31145,19.1,14.9,0.5,18.5
E01002563,Hounslow 006A,365,27.9,3.1,14.3,50929,27.4,26.9,2,38.5
E01002565,Hounslow 006B,1178,43.8,3.3,17.1,45516,45.2,19,2.5,36.5
E01002567,Hounslow 006C,309,32.9,4.1,12.7,52891,39.7,26.4,2.2,46.9
E01002684,Hounslow 006D,492,37.7,3.9,17.2,47201,38.7,29.5,3.8,43.6
E01002686,Hounslow 006E,403,37,3.4,14.2,32587,30.1,10.3,1,20.1
E01002571,Hounslow 007A,180,17,2,10,81473,34.7,28.3,4.5,61
E01002572,Hounslow 007B,338,47.3,2.3,15.4,35693,38,13.2,1.5,29.3
E01002577,Hounslow 007C,315,24.5,2.8,12.6,70713,28.8,23.5,3.6,61.5
E01002578,Hounslow 007D,225,22.2,3,8.3,75713,29.4,17.5,3.5,54.3
E01002689,Hounslow 007E,191,40.1,3.5,10.1,60111,46.2,16.3,2.2,49.5
E01002690,Hounslow 007F,252,31.4,3.7,9.6,80872,29.6,21.6,9.5,58.6
E01002576,Hounslow 008A,277,33.7,2.8,9.3,53780,34.7,19.2,1.4,49.7
E01002579,Hounslow 008B,220,22.1,2.8,7.5,71797,36.6,17.9,2.9,57.4
E01002580,Hounslow 008C,298,45.8,4.1,15.7,52795,44.7,37.3,5.6,51
E01002581,Hounslow 008D,377,28.7,3,9,66058,33.9,34.3,4,59.6
E01002582,Hounslow 008E,247,23.9,1.6,6.8,74549,33,18.5,3.1,57.4
E01002675,Hounslow 009A,534,17.9,3.1,13.6,55706,21.3,18.7,1.6,45.6
E01002678,Hounslow 009B,384,19.1,1.8,17.8,54925,24.2,32.6,4.2,47
E01002679,Hounslow 009C,398,19.4,2.9,21.5,50799,24.1,27.5,1.5,42.5
E01002680,Hounslow 009D,422,21.6,3,17.4,52199,26.2,31.6,2.3,47.3
E01002619,Hounslow 010A,460,30.3,2.7,29.5,36338,23.4,20,1,31
E01002622,Hounslow 010B,410,23.2,3.1,25.1,38113,17.9,24.3,0.8,32.2
E01002632,Hounslow 010C,415,21.1,2.8,23.4,38128,19.3,14.2,4.5,32.7
E01002635,Hounslow 010D,433,26.5,2.6,28.2,37280,14.1,28.1,1.9,32.8
E01002636,Hounslow 010E,457,21,1.8,29.2,35133,14.9,20.7,0.7,27.1
E01002618,Hounslow 011A,415,17.2,2.6,26.4,46612,13.3,15.8,0.2,32.4
E01002621,Hounslow 011B,442,28.5,2,27.9,35617,21.9,21.2,0.7,30.9
E01002623,Hounslow 011C,397,29.1,3.4,29.8,34783,17.8,23.6,1.6,31.7
E01002628,Hounslow 011D,503,21.9,2.7,28.4,40812,16.9,29.4,1.1,36.4
E01002629,Hounslow 011E,479,33.1,3,30.1,38556,25.6,25.9,2.5,38.2
E01002630,Hounslow 012A,406,29.3,3.2,29.9,41762,21.1,37.6,2.4,42.8
E01002639,Hounslow 012B,454,30,3.6,34.6,42543,12.7,34.8,3.7,41.2
E01002640,Hounslow 012C,569,39.2,4.5,33.9,40473,15.9,42.2,2.7,47.1
E01002674,Hounslow 012D,346,25,2.1,22.6,56519,29,35,1.6,48.5
E01002676,Hounslow 012E,356,15.7,2.4,17.4,61398,16.8,25.2,1.2,47.8
E01002583,Hounslow 013A,402,23.4,3.1,32.8,36848,14.6,28.9,1.9,31.3
E01002584,Hounslow 013B,446,29.8,3.3,36.1,33240,16.6,34.9,4.3,27.9
E01002585,Hounslow 013C,454,25.5,2.8,28.9,31492,17.5,23.4,1,24.6
E01002586,Hounslow 013D,445,19,2.2,31.1,35207,12.3,29.5,0.7,27
E01002589,Hounslow 013E,486,36.2,1.4,32.6,32003,24.2,26,2.2,23.1
E01002668,Hounslow 014A,352,28.2,3,13.3,48076,35.7,29.3,2.9,44.9
E01002669,Hounslow 014B,322,33.2,2.1,14.9,32850,26.7,14.1,1,25.8
E01002681,Hounslow 014C,494,30.8,3.7,19,37348,24.2,24.8,1.7,33.8
E01002682,Hounslow 014D,510,30.4,3.9,15.7,42610,30.2,13.4,2.7,38.5
E01002683,Hounslow 014E,443,23.7,4,13.5,52032,29.6,24.6,2.9,45.8
E01002642,Hounslow 015A,601,51.3,6.2,37.1,38370,23.9,48.2,2.6,41.4
E01002643,Hounslow 015B,487,40.8,4.3,19.5,37569,34.3,15.9,0.8,35.7
E01002645,Hounslow 015C,519,45.3,5.7,30.9,35105,31.7,30.2,1.4,35.2
E01002658,Hounslow 015D,225,16.2,2.7,9.6,58565,21.4,19.6,2.1,40.1
E01002677,Hounslow 015E,362,34.2,4,19.9,45886,33.9,29.8,2,42.3
E01002587,Hounslow 016A,524,32.4,3,34.2,33174,18.2,28.6,1.9,31.9
E01002588,Hounslow 016B,389,49.2,1.1,23.8,25928,31.3,6.8,1.3,16.3
E01002660,Hounslow 016C,498,29.9,4.3,34.7,35999,19,33.3,1.7,34.5
E01002661,Hounslow 016D,515,26.4,3.7,39.6,35902,12.4,32.6,1.1,33.5
E01002665,Hounslow 016E,391,37.2,3.1,35.1,31339,23.7,19.8,2.6,27.6
E01002624,Hounslow 017A,356,32.3,3.9,27.9,34341,18.3,26.2,1.6,36.1
E01002646,Hounslow 017B,494,50,3.5,33.6,31088,24.4,30.2,4.2,31
E01002662,Hounslow 017C,605,37.6,4.3,32.2,41626,19.9,40.8,2.5,41.2
E01002663,Hounslow 017D,506,45.3,4.1,29,32740,29.2,21.4,2,29.6
E01002664,Hounslow 017E,455,46.3,4.5,33.1,35639,26,37.1,1.3,35.5
E01002641,Hounslow 018A,491,40.8,4.1,32.8,36126,21.5,33.9,1.5,37.3
E01002648,Hounslow 018C,744,41.7,4.8,36.7,36305,20.2,40.4,2.5,37.5
E01002649,Hounslow 018D,488,43.5,4.5,34.1,35420,26.7,42.6,3.4,38.4
E01002657,Hounslow 018E,345,20.3,3,14.8,50110,18.3,20.9,2,36.9
E01033083,Hounslow 018F,479,71.2,5.9,45.3,53885,21.9,65.6,4.3,66.1
E01033084,Hounslow 018G,501,53.1,6.7,36.7,33993,25.6,47.8,3.6,44.8
E01002653,Hounslow 019A,439,14.6,2.2,21.6,41967,13.3,19.7,0.9,30.7
E01002654,Hounslow 019B,359,19.3,2.1,20,44925,24.6,18.1,1.8,31.2
E01002655,Hounslow 019C,396,19,3,19.1,47289,18,24.6,1.1,34.1
E01002656,Hounslow 019D,265,17.3,2,8.8,46994,24.6,12.1,0.8,31.3
E01002659,Hounslow 019E,264,24,2.3,15.7,40847,24.4,17.3,2.3,25.3
E01002667,Hounslow 020A,287,31,2.6,10.6,46526,30,19.8,2.7,39
E01002670,Hounslow 020B,359,25.3,2.6,11.9,42418,29.8,21.8,2.5,33.6
E01002671,Hounslow 020C,246,20.9,2.4,7.2,48266,23.9,8.5,1.2,37.9
E01002672,Hounslow 020D,397,38.5,2,20.6,33716,37,26.4,1.7,31.8
E01002673,Hounslow 020E,338,50.7,2,28,25268,28.5,5.6,0.8,19
E01002647,Hounslow 021A,422,29.7,2.1,29,35337,20.6,21.6,0.5,30.9
E01002650,Hounslow 021B,535,27.1,2,35.7,35407,20.1,28.2,1.6,35.4
E01002651,Hounslow 021C,473,36.2,2.9,36.2,36620,20,31.1,2,36.4
E01002652,Hounslow 021D,448,22.3,2.5,27.5,36746,15.7,26.9,1.5,31.8
E01002666,Hounslow 021E,499,23.6,3,33.9,33572,13.8,25.6,2.4,30.7
E01002555,Hounslow 022A,401,17.2,2.2,18.1,37999,22,18.6,2.3,25
E01002556,Hounslow 022B,293,22.8,2,12.7,37054,25.8,17.4,3.2,22.1
E01002590,Hounslow 022C,388,28.1,2.4,17.8,36291,28.4,19.1,2.4,22.9
E01002592,Hounslow 022D,416,33.1,3.5,17.9,33454,28.3,21.2,2.7,20.7
E01002595,Hounslow 022E,406,27.1,2.6,14.2,33694,27,10.4,1.5,18.7
E01002557,Hounslow 023A,392,27.6,2.6,12.9,34738,34.7,18,3.3,18.7
E01002558,Hounslow 023B,447,30.3,2.7,16.3,33394,29.9,14.1,5.5,19
E01002559,Hounslow 023C,506,23.3,2.2,18.6,35137,25.4,25.3,6.5,23.1
E01002560,Hounslow 023D,342,27.3,1.8,10.7,33179,24.2,9.9,1.8,15.1
E01002561,Hounslow 023E,277,30.5,1,16.2,30469,28.9,6.9,1.6,16
E01002591,Hounslow 024A,359,20.4,1.5,12,34422,22.8,8.8,0.8,16
E01002593,Hounslow 024B,422,26.3,4.1,18.8,37019,26.5,17.5,2.3,22.3
E01002594,Hounslow 024C,410,22.6,3.2,18.5,36084,16.7,17.9,2.6,25.2
E01002611,Hounslow 024D,372,22.2,2.8,13.1,37674,21.1,10.7,2.3,21.2
E01002612,Hounslow 024E,315,38.1,4.5,15.5,34803,32.2,14.6,1.3,23.2
E01002613,Hounslow 024F,411,21.7,2.9,15.8,36446,19.9,12.8,1.8,20
E01002598,Hounslow 025B,399,30.4,3.1,15.6,31912,22.8,16.5,1.5,17.8
E01002599,Hounslow 025C,308,23.9,1.8,15.5,33596,20.9,7.9,1.9,18.9
E01002600,Hounslow 025D,284,20.4,2,14,33277,18.7,11.3,0.2,16
E01002603,Hounslow 025E,401,23.3,1.6,20.1,37127,18.3,18.2,0.7,26.1
E01033000,Hounslow 025F,374,48.4,3.9,18.4,30231,27,9.2,0.7,20.7
E01033030,Hounslow 025G,463,48.1,4.9,29.6,45932,30.3,42.8,3.6,54.5
E01002604,Hounslow 026A,399,33.2,1.9,17.7,29640,20.9,6.3,1.7,17.1
E01002605,Hounslow 026B,352,30.1,2.6,14.2,32193,34.7,15.3,1.3,19.7
E01002606,Hounslow 026C,328,45.2,2.3,15.1,28184,36.8,6.4,1,13.9
E01002607,Hounslow 026D,381,25.7,2.8,19.4,35229,19.8,18.9,3,22.7
E01002615,Hounslow 026E,317,37.8,1.9,14.7,30085,34.8,6.6,2.3,19.1
E01002596,Hounslow 027A,623,22.7,1.3,18.8,35804,31.2,35.9,0.8,24
E01002601,Hounslow 027B,364,16.5,1.6,16.2,38296,21.7,24,1.4,24.3
E01002602,Hounslow 027C,252,12.1,1.6,4.8,43976,24.1,8.9,1.1,21
E01002614,Hounslow 027D,392,26.6,2,16.5,38261,29.7,29.3,2.9,26.6
E01002616,Hounslow 027E,231,19.6,2.4,9.3,38235,25,9.5,0.6,18.4
E01002608,Hounslow 028A,324,32.7,3,13.2,33593,29.3,12.7,2.2,20.1
E01002609,Hounslow 028B,339,17.7,2.9,7.6,40259,26.4,10.8,0.9,22.7
E01002610,Hounslow 028C,302,30.7,2.7,11.9,34018,28.5,7.4,2,16.8
E01002617,Hounslow 028D,301,14.3,1.3,7.6,48388,26.9,10.6,2.4,25.7
E01002687,Hounslow 029A,366,38.3,4.4,13.9,65886,37,40.3,3.7,62.5
E01002691,Hounslow 029B,439,36.7,4,20.6,53335,28.3,34.3,3.4,48.7
E01002692,Hounslow 029C,403,44.5,4.7,17.8,55521,42.8,41.5,4.1,52.5
E01002693,Hounslow 029D,300,48.5,5.2,13,60008,46,32.8,7,53.7
E01032573,Hounslow 029E,372,42.7,5.3,14.2,65629,44.7,46.4,6,62.2
E01003006,Kingston upon Thames 001A,194,18.3,2.6,12.4,61666,29.1,16.9,2.9,50.3
E01003007,Kingston upon Thames 001B,191,14.8,2.3,8.7,61732,18.8,9.8,1.4,44.2
E01003008,Kingston upon Thames 001C,137,11.1,2.2,5.3,68957,17.7,7.6,1.5,50.3
E01003009,Kingston upon Thames 001D,271,20.4,1.9,8.2,55293,28.6,14.1,4.9,48.4
E01003010,Kingston upon Thames 001E,214,13.2,2.2,5.2,75020,21.7,13.7,1.6,56
E01002952,Kingston upon Thames 002A,286,6.8,1.9,15,96148,16.3,14.6,7.1,54
E01002953,Kingston upon Thames 002B,279,13.2,1.9,15.9,73709,19.9,21,4.2,50.2
E01002955,Kingston upon Thames 002C,334,17.7,2.4,14.4,48466,24.4,24,3.4,37.7
E01002956,Kingston upon Thames 002D,540,9.4,2,17.2,67483,20.6,13.5,6.2,34.6
E01002959,Kingston upon Thames 002E,225,4.4,2,11.5,83697,16.1,9,4,58
E01002935,Kingston upon Thames 003A,511,35,4.6,13.5,50695,31.4,41.7,5.6,53.7
E01002938,Kingston upon Thames 003B,218,19.8,2.3,6.9,65387,25.1,20.3,3.6,56.9
E01002951,Kingston upon Thames 003C,277,18.9,2.8,15.2,63458,26.9,30.4,1.7,56.1
E01002954,Kingston upon Thames 003D,299,41.9,4.4,21.1,45767,40.2,40.9,4.6,52.5
E01002957,Kingston upon Thames 003E,578,42.8,2.3,19.4,35140,22.4,28,1.6,30.1
E01002933,Kingston upon Thames 004A,328,38.7,3.3,6.8,46106,33.8,14.5,2.3,42.8
E01002934,Kingston upon Thames 004B,270,14.5,2.3,7.6,69276,17.3,29.7,8.2,57.8
E01002937,Kingston upon Thames 004D,231,17.7,4.5,4.8,65261,22,15,2.3,57.9
E01003011,Kingston upon Thames 004E,296,24.4,2.6,6.2,62313,27.8,20.5,4.2,57.6
E01033568,Kingston upon Thames 004F,415,37.7,6.4,21.3,49718,35.5,49,6.4,58.6
E01033569,Kingston upon Thames 004G,548,38.9,5.7,15.9,53018,31.5,42.5,4,55.2
E01002964,Kingston upon Thames 005A,846,46,3.9,10,39293,43.9,28.3,4.1,36.3
E01002969,Kingston upon Thames 005B,463,59,2.8,23.3,26098,35.8,9.8,1,18.5
E01002971,Kingston upon Thames 005C,456,29.2,3.1,9.8,45043,27.5,25.8,2.5,49.1
E01002972,Kingston upon Thames 005D,627,43.2,5.7,13.6,41452,33.2,37.1,2.5,43.7
E01002974,Kingston upon Thames 005E,488,35.3,4.6,15,45625,25.8,22.9,2.2,44.9
E01002932,Kingston upon Thames 006A,391,33.2,2.3,18.4,35773,29.6,18.4,3.3,29.6
E01002960,Kingston upon Thames 006B,306,18.1,3,13.6,61312,20.2,19.9,2.5,48.8
E01002962,Kingston upon Thames 006C,290,20.7,1.8,16.6,41334,17.2,12.9,3,31.8
E01002970,Kingston upon Thames 006D,424,30.5,2.7,18.1,35341,22.6,24.4,5.5,28.1
E01002973,Kingston upon Thames 006E,345,29.7,2.3,20.9,35405,20.4,24.9,3.3,24.7
E01002929,Kingston upon Thames 007A,265,17,3,10.4,67915,24.4,17,1.7,52.6
E01002930,Kingston upon Thames 007B,338,35.1,4,19.5,44850,26.8,36.7,2.1,40.9
E01002931,Kingston upon Thames 007C,280,20.2,3.4,13.9,56773,18.5,14.8,2.4,48.1
E01002963,Kingston upon Thames 007D,360,35.7,3.1,21.4,46049,37,38.9,2.3,46.7
E01002985,Kingston upon Thames 007E,295,27.7,3.2,28,43518,25,24.4,2.4,36.2
E01002927,Kingston upon Thames 008A,271,23,1.7,12.7,44514,30.5,13.7,4.1,36.2
E01002928,Kingston upon Thames 008B,291,34.4,2.5,20.5,46372,37.3,30.8,4.6,42.1
E01002958,Kingston upon Thames 008C,224,18.8,1.9,8.8,53275,25,15.3,2.8,46.7
E01002961,Kingston upon Thames 008D,287,11.8,2.1,9.9,65833,15.9,12.6,1.9,52.4
E01002986,Kingston upon Thames 008E,200,17.6,1.2,13.8,45807,24.8,13.6,2.5,38.4
E01002965,Kingston upon Thames 009A,861,37,4.1,12.6,43716,35.9,42,3.8,43.3
E01002967,Kingston upon Thames 009B,430,31.8,4.2,8.1,58388,39.1,38.2,5.2,60.3
E01002968,Kingston upon Thames 009C,1092,39.9,5.9,20.4,46262,40.2,46.6,5.2,48.1
E01002990,Kingston upon Thames 009D,450,37.4,4.9,10.9,51716,47.3,47.6,4.5,58.8
E01002991,Kingston upon Thames 009E,447,27.5,2.8,9.9,57339,33.8,33.4,4.1,54
E01002922,Kingston upon Thames 010A,276,23.4,2.2,7.2,60389,34.9,21.2,2,53.7
E01002926,Kingston upon Thames 010B,255,18.3,2.8,6.3,58777,25.4,20.7,2,43.8
E01002966,Kingston upon Thames 010C,466,29.7,2.5,6.6,51413,27.4,28.6,2.2,49.4
E01002992,Kingston upon Thames 010D,988,26.3,1.4,8.7,46820,28.3,24,2.9,28.4
E01002921,Kingston upon Thames 011A,459,43.5,4.3,11.7,44007,47.3,46.9,3.4,55.2
E01002987,Kingston upon Thames 011B,501,47.2,5.4,12.7,43827,50.4,43.7,6.1,48
E01002988,Kingston upon Thames 011C,979,29.9,3.2,6.8,55598,34.1,37.4,4,37.5
E01002989,Kingston upon Thames 011D,389,26.5,4.5,7.5,65921,34.4,36.5,3.4,65.2
E01002975,Kingston upon Thames 012A,219,14.1,2.8,17,49832,16.4,15.1,2.8,38.8
E01002977,Kingston upon Thames 012B,296,27.4,2.8,12.4,38792,27.5,11.5,1.7,25.7
E01002980,Kingston upon Thames 012C,230,9.1,2.8,13.7,52604,14.3,9.8,1.6,33.3
E01002981,Kingston upon Thames 012D,263,9.7,2.4,15.8,56737,19.3,11.2,2.1,37.9
E01002984,Kingston upon Thames 012E,199,27.3,3.4,18.5,47009,37.9,17.2,2.6,42.6
E01002923,Kingston upon Thames 013A,425,52.1,3.1,8.5,32363,49.4,17.6,5.5,26.8
E01002925,Kingston upon Thames 013B,351,30.8,2.7,7.3,52654,43.2,38.8,3.7,57.2
E01002993,Kingston upon Thames 013C,370,37.3,4,8.3,51271,46.1,47.9,3.8,59
E01002995,Kingston upon Thames 013D,244,18.4,3.2,5.6,71783,28.7,25.1,5.9,59.3
E01002999,Kingston upon Thames 013E,442,40.5,4.8,12.2,42752,42.5,45.4,3.6,50.4
E01002915,Kingston upon Thames 014A,212,11.3,1.5,8.8,47827,20.7,7.9,1.8,31.1
E01002916,Kingston upon Thames 014B,257,11.9,2.7,7.5,53325,18.7,10,1.7,34.6
E01002917,Kingston upon Thames 014C,199,11.1,1.7,5.2,57430,17.5,6.4,1.8,35.6
E01002920,Kingston upon Thames 014D,198,12,1.8,4.9,58598,21.9,6.2,0.8,42.9
E01002924,Kingston upon Thames 014E,188,10.9,1.6,3.9,74225,19.6,6.4,1.6,53.3
E01002976,Kingston upon Thames 015A,219,15,1.9,7.2,47452,21.1,10.5,2.1,30.6
E01002978,Kingston upon Thames 015B,308,15.4,3.5,8.8,60343,22.8,13.2,2.6,39.1
E01002979,Kingston upon Thames 015C,263,13.2,2.6,8.1,54680,27.7,14,3.5,39
E01002982,Kingston upon Thames 015D,215,17.2,2.9,13.5,49386,24.8,10.1,2.3,33.1
E01002983,Kingston upon Thames 015E,260,7.7,2.5,9.6,61251,20,6.4,2.9,39.8
E01002994,Kingston upon Thames 016A,239,16.9,2.5,10,61969,27.6,22.3,2.3,53.4
E01002996,Kingston upon Thames 016B,260,20.9,2.9,5.6,59646,26.5,25.6,3,49.2
E01002997,Kingston upon Thames 016C,251,15.8,3.1,3.4,63330,30.1,21.4,4.1,53.8
E01002998,Kingston upon Thames 016D,305,31.2,2.6,11.8,43596,25.8,16.2,2.5,39.1
E01003002,Kingston upon Thames 016E,350,27.2,2.6,9.5,43146,31.9,20.6,3.1,38.1
E01002918,Kingston upon Thames 017A,333,17.1,2.2,16.3,41366,18.2,16.7,1.4,25.1
E01002919,Kingston upon Thames 017B,383,28,3.4,19.7,39170,27.8,28,4.2,27.9
E01003000,Kingston upon Thames 017C,305,24.9,1.5,9.7,40250,24.2,11.4,1.5,23.1
E01003001,Kingston upon Thames 017D,351,17.4,2.2,14.2,44435,17.9,12.9,2.9,29.2
E01003003,Kingston upon Thames 017E,357,26.5,3.2,14.1,42374,25.6,27.2,4.7,32
E01002939,Kingston upon Thames 018A,275,19,2.9,10.2,41314,26.1,16.2,1.1,25
E01002941,Kingston upon Thames 018B,231,24.4,2.2,6.8,44351,31.2,7.6,3.7,25.9
E01002942,Kingston upon Thames 018C,209,12.3,3,3.3,45880,21.3,5.7,1.5,24
E01003004,Kingston upon Thames 018D,259,14.6,2,7.6,44652,20.6,17.1,2.5,31.1
E01003005,Kingston upon Thames 018E,225,12.5,2,6.7,43243,21.4,8.9,1.4,25
E01002944,Kingston upon Thames 019A,221,13.2,1.5,6.9,42714,22.6,6.9,1,21.4
E01002945,Kingston upon Thames 019B,262,16.3,2.3,4.6,43667,27.3,9.3,1.7,24.8
E01002946,Kingston upon Thames 019C,260,10.1,1.9,2.5,45386,20.9,8.6,1.3,24.5
E01002947,Kingston upon Thames 019D,281,10.2,3,4,46302,19.6,8.9,2.1,23.1
E01002940,Kingston upon Thames 020A,258,22.2,3,6.8,40299,23.3,7,1.5,21.3
E01002943,Kingston upon Thames 020B,285,22.7,1.6,5.1,40778,22.5,7.1,0.6,18.9
E01002948,Kingston upon Thames 020C,354,15.1,1.8,6.9,44907,23.5,13,1.8,27.5
E01002949,Kingston upon Thames 020D,334,12.1,2.6,5.9,44742,22.6,8.1,2.2,28.6
E01002950,Kingston upon Thames 020E,300,27.7,2.7,5.8,38595,33.9,9.5,2.2,22.2
E01003472,Merton 001A,172,18.9,2.9,5.8,79093,18.1,13.9,1.6,66.9
E01003473,Merton 001B,281,30.1,3,11.7,72363,21,31.3,4.4,59.9
E01003474,Merton 001C,219,15.6,2.7,7.9,97847,17.9,22.3,4.2,67.8
E01003475,Merton 001D,752,39.2,3,12.9,44088,32.6,35.1,1.9,53.7
E01003478,Merton 001E,278,25.4,3.2,7.8,70854,21.3,24.1,5.2,60.1
E01003460,Merton 002A,193,22.1,2.2,6.6,88152,38.4,23.4,5.8,59.1
E01003462,Merton 002B,156,17.2,1.5,6.8,86055,29.4,16,3.9,60.8
E01003464,Merton 002C,123,9.6,1.7,14.4,87292,28.4,18.5,8,56.9
E01003465,Merton 002D,128,6.8,2.3,8.1,104877,18,15.5,5,66.4
E01003400,Merton 003A,370,40.5,6.2,10.9,68606,32.6,46,4.4,65.4
E01003454,Merton 003B,283,37.1,4.8,8,70306,33.9,29.8,3.5,61
E01003456,Merton 003C,436,44.5,7.1,12.7,67299,36.3,45.4,3.2,60.8
E01003476,Merton 003D,312,29.7,3.4,9.8,61522,18.5,26.6,2,52.1
E01003477,Merton 003E,315,29.8,3.1,8.6,68218,21.1,30.9,2.9,62.2
E01003401,Merton 004A,266,43.6,6.8,12.1,72455,43.3,39.3,4.9,66.4
E01003402,Merton 004B,271,29.9,7.1,17.4,76602,37.9,40.6,5.5,67.4
E01003403,Merton 004C,242,31.1,4.7,11,74711,36.9,34.9,5.1,62.8
E01003404,Merton 004D,324,42.9,3.5,12.1,65698,48,36.1,9.3,66.7
E01003461,Merton 004E,311,24.7,4.5,8.1,83541,33.7,42,5.9,71
E01003367,Merton 005A,769,41.1,4,16,45561,28.8,41.4,2.5,45.3
E01003369,Merton 005B,463,48.4,4.3,18.2,42617,33.7,41,2.8,47.7
E01003370,Merton 005C,591,49.8,4.7,21.5,41701,32,46.8,1.3,50.2
E01003371,Merton 005D,436,39,3.9,15.8,45865,29.1,31.9,1.7,46.8
E01003455,Merton 005E,387,35.2,1.8,14.6,52675,33.6,37.1,2.5,57.1
E01003359,Merton 006A,394,46.8,4.2,12,43755,38.5,32.6,2.2,48.5
E01003360,Merton 006B,407,38.5,5,11.1,65155,32,33.4,4.1,63.7
E01003457,Merton 006C,228,25.2,3.7,5.8,75982,22.6,23.4,3,66.9
